transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes
9b9a14f0-d9f9-4896-8e8e-45d213cc9316,2025-03-12 13:25:00,10281.41,SEK,SE8902ZAWM87891339334132,SE8902XARM90172386742244,Sweden,Malmö,Sweden,Östersund,incoming,Subscription fee
6964906a-24c1-4c8f-8124-388d58ff342e,2025-04-30 15:54:00,19014.27,SEK,SE8902WNIP57815146708414,SE8902AQCO44387324377348,Sweden,Kalmar,Sweden,Trollhättan,outgoing,Online purchase
599be714-01eb-443d-8077-f2b151beacb5,2025-03-11 02:09:00,47229.02,SEK,SE8902BRZE40142159892187,SE8902MKGL15508437601995,Sweden,Trollhättan,Sweden,Trelleborg,outgoing,Online purchase
1771f20e-5fbe-44b3-8ea4-1d5d4edb1c6d,2025-04-19 16:36:00,11770.74,SEK,SE8902AZXE66883467511248,SE8902ZQQX91042131747326,Sweden,Borås,Sweden,Örebro,outgoing,Loan repayment
9a16160d-0ec3-4891-84c4-f66844b05036,2025-02-02 07:59:00,9247.4,SEK,SE8902RXQC04091454093931,SE8902XJXO24323243710044,Sweden,Västerås,Sweden,Lidköping,incoming,Utility bill
f9f06992-d1f2-456a-96c2-3cc9f7a3cfa1,2025-01-05 08:44:00,16613.91,SEK,SE8902WQME16820619653293,SE8902IGWD35040860470840,Sweden,Örebro,Sweden,Växjö,incoming,Salary payment
7be3f6a0-9e62-431e-80b6-21e36d175e7c,2025-01-30 07:36:00,16072.4,SEK,SE8902NNNR28386574821422,SE8902TZSS77431559302602,Sweden,Luleå,Sweden,Stockholm,incoming,Unknown
47ec2eff-8ce9-478d-ac17-5d578735d154,2025-01-01 22:16:00,5802.9,SEK,SE8902ORRS48118816092087,SE8902HAYZ30931717835549,Sweden,Borås,Sweden,Sandviken,outgoing,Freelance project payment
870996ed-ce8e-4801-8ae3-352472574509,2025-02-01 14:16:00,43452.53,SEK,SE8902QCOM51159179331018,SE8902YHDH95624192716829,Sweden,Karlskrona,Sweden,Borås,outgoing,Online purchase
e20e8709-1319-46b1-b468-2d133112893b,2025-03-08 20:58:00,29994.2,SEK,SE8902WYUG92028275995927,SE8902KFFK50136015318581,Sweden,Motala,Sweden,Piteå,outgoing,Payment for invoice #4046
f1496770-f8f3-44f3-8476-673892c30c8b,2025-04-24 11:46:00,25437.2,SEK,SE8902UVRY16194000688254,SE8902TSIH97788635751412,Sweden,Eskilstuna,Sweden,Örnsköldsvik,outgoing,Salary payment
ad424922-9e3e-4a7c-b24b-d79d9399c31c,2025-04-11 15:55:00,11448.27,SEK,SE8902QILJ09667839424264,SE8902WDJE85359881297343,Sweden,Alingsås,Sweden,Karlstad,incoming,Unknown
2f0679d1-c58f-450a-8859-942078427ff8,2025-03-21 01:18:00,21622.21,SEK,SE8902QLYH24628869288269,SE8902YARE38911515845364,Sweden,Växjö,Sweden,Göteborg,outgoing,Gift to family member
0cc02c62-acaf-4655-9bb7-9283a6975c6d,2025-04-07 15:00:00,26130.78,SEK,SE8902KJYB05100798381483,SE8902XIIY68366812613028,Sweden,Kalmar,Sweden,Linköping,outgoing,Unknown
6bac9d26-d232-41df-8d88-aa1f1113e395,2025-01-29 12:24:00,918.97,SEK,SE8902MKFC17006139746737,SE8902CODF26383416794081,Sweden,Malmö,Sweden,Eskilstuna,incoming,Consulting fee
237ed23f-129a-4724-8c7d-4abf06500c17,2025-03-11 11:20:00,15481.41,SEK,SE8902WRRU80784544437204,SE8902BRIL75914384755151,Sweden,Malmö,Sweden,Trollhättan,incoming,Payment for invoice #7816
5aa50eb5-2f63-4125-b1be-975be4bed7e7,2025-04-03 19:09:00,42150.23,SEK,SE8902FCSV26977507325534,SE8902ZCTK81497780781136,Sweden,NaN,Sweden,Falun,outgoing,Rent transfer
98ef0c8d-6cd1-4703-8043-a02a4597dda0,2025-04-22 02:50:00,31583.4,SEK,SE8902TMVQ62559128130402,SE8902EMIT82352727650511,Sweden,Kristianstad,Sweden,Kalmar,outgoing,Unknown
5b84b4c4-97fe-43dd-a119-008e66fd7180,2025-02-12 02:21:00,16504.73,SEK,SE8902WSFB21589079568833,SE8902DPTT93032573974424,Sweden,Lidköping,Sweden,Eskilstuna,incoming,Consulting fee
4dbea50f-f87c-4e5c-9112-88bd4ccef07f,2025-02-21 00:38:00,25655.37,SEK,SE8902OCQK11725418237602,SE8902FKHJ95461624405436,Sweden,Örebro,Sweden,Örebro,incoming,Unknown
32b8ef63-4f95-4891-a39a-8b67a2ca57d9,2025-05-02 06:25:00,30955.77,SEK,SE8902NMLM36956633220058,SE8902BWKM27720380863718,Unknown,Örnsköldsvik,Sweden,Gävle,incoming,Freelance project payment
a306c32a-6c36-4258-9523-01a3634dd041,2025-01-30 20:42:00,26409.78,SEK,SE8902VCGO21843909614852,SE8902YXRL88472345282788,Sweden,Sandviken,Sweden,Piteå,incoming,Loan repayment
3f09011b-7f08-4568-9adc-539113ac654e,2025-01-07 21:24:00,10326.08,SEK,SE8902NEKM17238713453074,SE8902VAPD72818464374400,Sweden,Mölndal,Sweden,Lund,incoming,Unknown
1887ef98-bb6d-40aa-9d91-5a5dfd7ccee8,2025-02-02 03:25:00,26546.15,SEK,SE8902BWKM27720380863718,SE8902VVUL13283946661384,Sweden,Uddevalla,Sweden,Ängelholm,incoming,Unknown
5f6a635e-5835-4acf-b5ac-86ff33510af3,2025-02-23 06:47:00,6759.33,SEK,SE8902IWLJ80369151603079,SE8902TCCK48879115025867,Sweden,Skellefteå,Sweden,Östersund,incoming,Online purchase
7c403cce-006d-49cf-b811-dae17824e3b2,2025-02-28 01:13:00,30660.01,SEK,SE8902ASTS23624054451805,SE8902WJJF53894909945600,Sweden,Lidingö,Sweden,Karlskrona,incoming,Gift to family member
4bd285ad-bdb4-4d75-851a-063cacaea7c4,2025-02-14 20:48:00,42548.52,SEK,SE8902PQQA91803707968793,SE8902CYPH60544976843583,Sweden,Karlstad,Sweden,Alingsås,outgoing,Unknown
35b760c5-c246-44c1-b2a5-99141f2e9d3b,2025-05-16 09:03:00,1643.51,SEK,SE8902IKZC79179007095909,SE8902AAEJ67825986403885,Sweden,Kristianstad,Sweden,Kristianstad,outgoing,Reimbursement for travel
5b51edc5-1fc0-4c17-a9cd-c961148c3776,2025-01-01 06:24:00,25494.41,SEK,SE8902VMHX62709096665480,SE8902GDKU45032945438327,Sweden,Lidingö,Sweden,Falun,incoming,Subscription fee
e4ff699f-a0b1-475b-8af5-9864463e82b6,2025-05-04 03:52:00,24717.26,SEK,SE8902NNNO44225102810397,SE8902FEUM16554377486070,Sweden,Linköping,Sweden,Skövde,incoming,Utility bill
71ec3213-be24-43f0-8530-0e14c11d17fd,2025-03-05 21:03:00,11069.17,SEK,SE8902ZJVA11817265425330,SE8902NUWT16017828621340,Sweden,Linköping,Sweden,Stockholm,outgoing,Salary payment
44f64881-02b1-4cd7-aeea-0638d0eb6764,2025-03-10 04:18:00,30363.89,SEK,SE8902SOSH76024453681329,SE8902GIHV74884246842599,Sweden,Stockholm,Sweden,Helsingborg,outgoing,Mobile recharge
39529452-2bb7-47b5-aae8-eab1abea1ab3,2025-03-19 04:51:00,7394.51,SEK,SE8902DIGS61927513105237,SE8902LUGA16653984392162,Sweden,Kalmar,Sweden,Luleå,incoming,Mobile recharge
9d428639-72ab-4f55-8ea0-29b8a7f15c1d,2025-05-04 13:03:00,1686.61,SEK,SE8902XJAN35723200835220,SE8902ENMF86033537014424,Sweden,Umeå,Sweden,Sandviken,incoming,Payment for invoice #8707
d0b5d809-a9ae-4f13-a753-1456773fe0a0,2025-02-28 04:36:00,24020.8,SEK,SE8902FALW17606613401607,SE8902FTIV24633690574571,Sweden,Karlskrona,Sweden,Jönköping,incoming,Insurance payout
ff4a033a-7af6-4229-b59e-342fbef5054d,2025-03-28 19:22:00,39466.66,SEK,SE8902QIQI47434237190569,SE8902NIIB74522467804955,Sweden,Skövde,Sweden,Lund,incoming,Tax refund
38bacb50-6a51-45d6-b87b-6849171e959d,2025-04-07 18:33:00,15851.53,SEK,SE8902XMSF03346539893576,SE8902SVNA09488395571575,Sweden,Alingsås,Sweden,Södertälje,incoming,Subscription fee
1104357e-a7c6-4bbf-8d85-29d32ee56546,2025-04-19 14:04:00,14233.53,SEK,SE8902UJGR36411837401781,SE8902MCEV93618355713025,Sweden,Falun,Sweden,Göteborg,incoming,Gift to family member
8d9244d1-3e4e-49ac-8497-6b35a271a7fc,2025-01-14 12:36:00,33828.25,SEK,SE8902IPMR06918676283049,SE8902LKRM96767797463197,Sweden,Landskrona,Sweden,Sandviken,incoming,Mobile recharge
8562a836-a2b7-489f-a570-8cc2de45db60,2025-02-07 10:07:00,6439.51,SEK,SE8902EHTU59069815598850,SE8902SHGS62187533607069,Sweden,Norrköping,Sweden,Västerås,outgoing,Unknown
4d1c4a2a-2392-495c-8833-19985a75c457,2025-04-29 20:03:00,14746.16,SEK,SE8902ONYK29813236113604,SE8902TGDM09742731733206,Sweden,Mölndal,Sweden,Landskrona,incoming,Insurance payout
94d0a42d-29db-4d3b-92f9-43d2524b9d36,2025-04-14 00:16:00,20084.1,SEK,SE8902EDII68114485236045,SE8902ZRZI47417483372579,Sweden,Borås,Sweden,Södertälje,incoming,Unknown
217a2cdf-b4ac-4cac-9169-423ddd7b9c9e,2025-03-05 16:05:00,44792.15,SEK,SE8902KCJU30225323097413,SE8902GQAD77323256759071,Sweden,Växjö,Sweden,Kristianstad,outgoing,Payment for invoice #3868
c1192ed2-6488-42f1-86c2-a82b50d78902,2025-02-19 15:23:00,42931.79,SEK,SE8902CAYR28184400854269,SE8902QCUD22504040792723,Sweden,Karlstad,Sweden,Växjö,incoming,Rent transfer
5e87829e-652a-49fe-ad70-97cd51769bc4,2025-02-15 19:43:00,44880.93,SEK,SE8902RYFQ25380828380867,SE8902DOFI01208990186376,Sweden,Norrköping,Sweden,Göteborg,outgoing,Loan repayment
f0efbe31-f608-4059-a99e-a7a1a3fef263,2025-05-05 15:23:00,48763.06,SEK,SE8902WIZV49599148565208,SE8902NKXR00859309312215,Sweden,Luleå,Sweden,Luleå,outgoing,Salary payment
c8d1147b-ce15-40e7-942d-73d8a90f7e3d,2025-01-14 07:56:00,31729.97,SEK,SE8902JNFW68474844339506,SE8902XJXJ66998115817653,Sweden,Stockholm,Sweden,Uppsala,incoming,Rent transfer
9f8cb1ea-dd28-4d78-a8e4-105fced6d533,2025-01-28 22:12:00,35445.55,SEK,SE8902TVXK53170573534289,SE8902COVG23577172278709,Sweden,Nyköping,Sweden,Lund,incoming,Tax refund
e89d9e32-cb64-4d89-8821-6b461648d6cb,2025-01-22 14:33:00,15820.08,SEK,SE8902ZMIE92280783818806,SE8902RNTE90201112878494,Sweden,Eskilstuna,Sweden,Göteborg,outgoing,Unknown
47e68370-c7c6-48b7-8033-b83869e8f8d4,2025-04-14 23:18:00,15248.21,SEK,SE8902VANG86827956202560,SE8902CTOV92367944039255,Sweden,Kalmar,Sweden,Piteå,incoming,Unknown
8bc432b5-6f70-465a-82e0-be7eb54e2220,2025-05-16 14:25:00,9103.16,SEK,SE8902YREH60256445948405,SE8902HFSR53083572903940,Sweden,Varberg,Sweden,Skövde,incoming,Reimbursement for travel
d7b20f04-c076-4b29-b53c-267204f906b6,2025-02-21 23:23:00,47280.74,SEK,SE8902RYXO33562941610360,SE8902PZDL59107473276443,Sweden,Växjö,Sweden,Kalmar,incoming,Freelance project payment
d4ec9430-8aab-4d2d-a109-6ad525b29ebb,2025-02-10 05:53:00,18200.91,SEK,SE8902WYUG92028275995927,SE8902JFUD24261264737631,Sweden,Borås,Sweden,Umeå,incoming,Subscription fee
4e688951-0521-439d-93f8-5d0bd33c6bcd,2025-01-25 13:45:00,24768.15,SEK,SE8902PQTC99238321979954,SE8902FALW17606613401607,Sweden,Trelleborg,Sweden,Skellefteå,incoming,Loan repayment
8115f6c2-22c5-4ce2-a2db-3cfed1c78958,2025-01-18 22:51:00,16081.79,SEK,SE8902RFAD93127690350624,SE8902HCFQ50732586147290,Sweden,Stockholm,Sweden,Motala,outgoing,Freelance project payment
7d85c7f6-19d6-4533-b243-8f5191ea6e10,2025-03-02 13:23:00,44206.21,SEK,SE8902NOXD78517742994470,SE8902AXQM18280403499014,Sweden,Lidingö,Sweden,Skövde,incoming,Reimbursement for travel
86515218-3a36-4fe4-97ea-3880f5d0a29b,2025-04-26 12:50:00,43919.36,SEK,SE8902DXER23023951967280,SE8902SRLL43477163490964,Sweden,Östersund,Sweden,Nyköping,outgoing,Gift to family member
a06b9e77-7f2d-4a6c-9920-5d341982cdfb,2025-05-06 11:05:00,29204.61,SEK,SE8902FUXQ13611890616632,SE8902UGGW38274485777478,Sweden,Halmstad,Sweden,Göteborg,outgoing,Rent transfer
cf009ea1-e9c4-4df1-9716-8260b58f1e12,2023-08-17 09:55:00,22782.07,SEK,SE8902QUFJ50463670043368,SE8902KKUH06675943754803,Sweden,Landskrona,Sweden,Alingsås,outgoing,Mobile recharge
1349bf0e-1d73-4570-aa6a-512762f87216,2025-08-18 12:16:00,11873.2,SEK,SE8902IWYC64669423845053,SE8902NVPZ06971021222436,Sweden,Alingsås,Sweden,Karlstad,incoming,Subscription fee
93ed4f56-e040-40c1-8cd7-b095d5f6062b,2025-04-28 11:51:00,817.56,SEK,SE8902QOLP68576231602784,SE8902PZDL59107473276443,Sweden,Ängelholm,Sweden,Norrköping,incoming,Consulting fee
3c61dc86-59aa-415c-956d-827d1942263c,2025-02-03 01:02:00,15736.87,SEK,SE8902DCRG03419581347172,SE8902DAYC14364335693782,Sweden,Umeå,Sweden,Östersund,incoming,Salary payment
f42cad88-0bb3-481d-87a9-d597ffe151ba,2025-04-26 01:16:00,41669.15,SEK,SE8902BWXT39949824641151,SE8902NPMZ64718534936104,Sweden,Sandviken,Sweden,Södertälje,incoming,Rent transfer
6858aec1-306a-47ba-8d69-388144ae35b3,2025-05-14 20:27:00,4274.01,SEK,SE8902SPLA84551710891296,SE8902QLQD50953604363689,Sweden,Skövde,Sweden,Kalmar,outgoing,Rent transfer
343ce85c-6513-4bc4-8e0e-a8870bb63700,2025-03-26 12:09:00,17138.54,SEK,SE8902TEZZ10595111121627,SE8902EHTP72915274751435,Sweden,Örebro,Sweden,Nyköping,incoming,Insurance payout
ec719673-ceed-4c62-94c7-db1cc064e43e,2025-02-03 11:35:00,34387.66,SEK,SE8902IXLN09147641003463,SE8902ORRS48118816092087,Sweden,Skellefteå,Sweden,Kristianstad,outgoing,Utility bill
50c96502-1107-44a6-ac85-ed204ae87073,2025-01-18 21:15:00,33420.47,SEK,SE8902OYAH39744900512609,SE8902VJHZ33855900402507,Sweden,Växjö,Sweden,Göteborg,outgoing,Loan repayment
7ca703ac-f627-455e-9fa3-fecb9026915c,2025-04-10 16:54:00,17501.72,SEK,SE8902XGBQ65373440284962,SE8902QASC32307460643773,Sweden,Södertälje,Sweden,Gävle,incoming,Salary payment
b455ad00-4842-4cd2-b892-57bbb6e636c7,2025-04-18 03:11:00,10736.33,SEK,SE8902JLFC48207582147190,SE8902DYMK28727836359365,Sweden,Karlskoga,Sweden,Motala,incoming,Mobile recharge
9feaa4b0-8a9f-46d4-8a25-0e46134e2aa3,2025-02-15 01:05:00,34574.28,SEK,SE8902CAYR28184400854269,SE8902IDSK51225196610969,Sweden,Jönköping,Sweden,Alingsås,incoming,Utility bill
89d3531f-c63c-406a-b3bd-1db752314055,2025-01-05 18:43:00,44238.19,SEK,SE8902WMGQ92121042977797,SE8902IXLN09147641003463,Sweden,Linköping,Sweden,Alingsås,incoming,Salary payment
e5f02093-a153-4d30-bb96-aa4a173d176e,2025-05-14 12:10:00,48929.36,SEK,SE8902RCMP67198715313709,SE8902IFAT25470340151750,Sweden,Karlskrona,Sweden,Lidingö,incoming,Insurance payout
4eaff446-9712-4b33-97df-5ba0f5c81095,2025-04-19 13:46:00,43163.29,SEK,SE8902CHSI75448480838708,SE8902MQQY51782698732487,Sweden,Sandviken,Sweden,Borås,incoming,Tax refund
54d1f94e-6570-4881-b8fe-eed2e67ba494,2025-03-06 06:49:00,46580.17,SEK,SE8902MSKS70942503348697,SE8902UIXL22740523863004,Sweden,Halmstad,Sweden,Helsingborg,outgoing,Unknown
caf15e7e-2c25-41b4-9a07-a1d23ea9d5ff,2025-01-31 10:26:00,13174.56,SEK,SE8902EHTU59069815598850,SE8902TONI18274393550042,Sweden,Stockholm,Sweden,Linköping,outgoing,Tax refund
48f928d1-f72d-4fac-b9c6-9fec59089e09,2025-04-24 19:02:00,46922.86,SEK,SE8902OKGM15362718359701,SE8902AVQC54172602808950,Sweden,Västerås,Sweden,Ängelholm,incoming,Insurance payout
834a1baa-c557-4714-8941-1c5e1dc05f9b,2025-02-05 02:03:00,18168.26,SEK,SE8902TKNC87869236455689,SE8902FHHP30665400671103,Sweden,Karlstad,Sweden,Skellefteå,incoming,Salary payment
8de3b458-060b-4199-8d08-fd5a37b97989,2025-04-19 14:49:00,27132.2,SEK,SE8902AJSV94182461717656,SE8902EUHG64782205847802,Sweden,Jönköping,Sweden,Umeå,outgoing,Mobile recharge
2721e589-cae5-4e24-9bab-9d748047cc48,2025-02-23 13:51:00,8714.17,SEK,SE8902PJBO20718804604298,SE8902WQDQ90710651633977,Sweden,Lidköping,Sweden,Göteborg,outgoing,Unknown
91876b2c-61f4-446c-b840-ef57296669be,2025-01-27 05:56:00,35856.71,SEK,SE8902YREH60256445948405,SE8902WMGQ92121042977797,Sweden,Norrköping,Sweden,Borås,incoming,Utility bill
3aa1b851-832d-4c82-a6cc-ade1c0463571,2025-05-07 03:59:00,18759.86,SEK,SE8902CMWE25531271390672,SE8902MMZN38846965231738,Sweden,Gävle,Sweden,Västerås,incoming,Subscription fee
1a058fad-a436-42a9-91db-52060b9b3a35,2025-02-24 02:23:00,42801.13,SEK,SE8902CKBV64663475183727,SE8902QBZS75980360092144,Sweden,Linköping,Sweden,Örebro,incoming,Insurance payout
85676769-5f19-4dae-8286-3f4f2884fa77,2025-03-14 20:21:00,21092.74,SEK,SE8902VSPR33562992730471,SE8902BADO65968898453667,Sweden,Kalmar,Sweden,Borlänge,outgoing,Subscription fee
0f3aa9b2-ce65-44d9-a6dd-db38045f91a3,2025-01-05 14:01:00,9053.36,SEK,SE8902DRXY50176432565193,SE8902QVRD43136737091818,Sweden,Sandviken,Sweden,Skellefteå,outgoing,Tax refund
43a5a502-3911-4c06-ac0d-44c37895b63a,2025-02-15 11:20:00,33487.52,SEK,SE8902ZJJI38537368499499,SE8902RHZS07263432451114,Sweden,Landskrona,Sweden,Falun,outgoing,Payment for invoice #7944
3eb85bf2-255c-466e-a17e-c69235b102bd,2025-01-28 17:20:00,16581.43,SEK,SE8902YBUM91649266178467,SE8902RUPP97970833512919,Sweden,Uppsala,Sweden,Landskrona,incoming,Insurance payout
360733dc-3deb-4106-abb8-bd3a3a8401d3,2025-01-14 22:38:00,37681.51,SEK,SE8902OVSC20334070794606,SE8902OFTJ79383582820961,Sweden,Piteå,Sweden,Kristianstad,outgoing,Loan repayment
b7abd0dc-1989-4367-8c81-9dd39e6d685f,2025-03-14 07:03:00,4643.18,SEK,SE8902OJZV87378441905395,SE8902KLNQ25617997709976,Sweden,Varberg,Sweden,Lund,incoming,Mobile recharge
4aa166d0-1d2d-43d6-9f11-23d043594999,2025-01-07 19:27:00,25285.12,SEK,SE8902CUOA55859966187343,SE8902VDAM04395711962652,Sweden,Alingsås,Sweden,Östersund,outgoing,Tax refund
86ec7751-317f-44f1-bcfd-a6b36b4c8c7c,2025-01-03 14:36:00,14755.23,SEK,SE8902ORRS48118816092087,SE8902EZER13441070597944,Sweden,Falun,Sweden,Uddevalla,outgoing,Salary payment
a8cbc877-f1a8-4da2-b494-c22e107d6cc4,2025-03-24 13:30:00,44084.47,SEK,SE8902SJTM65462604716724,SE8902MINV17334030266764,Sweden,Jönköping,Sweden,Ängelholm,incoming,Gift to family member
8523e30f-e027-41e0-9cfc-f1108759bc2a,2025-02-17 09:04:00,31582.56,SEK,SE8902CFVV30512683866714,SE8902DJPX89629848207656,Sweden,NaN,Sweden,Borlänge,incoming,Subscription fee
25470b5b-61a5-41da-a74b-8d5b4501720e,2025-05-06 21:13:00,12777.19,SEK,SE8902IDSK51225196610969,SE8902YFAI41572077231677,Sweden,Alingsås,Sweden,Skövde,outgoing,Tax refund
a507fc03-25e4-4c5a-9da9-7eac6f875f1a,2025-01-25 12:03:00,36411.02,SEK,SE8902UWHJ79819805055119,SE8902YHDH95624192716829,Sweden,Eskilstuna,Sweden,Södertälje,incoming,Loan repayment
0657d4b0-0a5e-40b2-ae24-16ef0f6ecb1f,2025-05-12 09:51:00,2285.64,SEK,SE8902XPHQ15953762308017,SE8902BADP38378986803145,Sweden,Motala,Sweden,Helsingborg,outgoing,Insurance payout
117b6b9b-6e3d-4162-84b5-6f88379660ce,2025-01-16 18:25:00,20453.9,SEK,SE8902ANWR22887008474492,SE8902LDPN73303918695424,Sweden,Mölndal,Sweden,Trelleborg,incoming,Reimbursement for travel
28967e49-911d-46a8-b2cd-94946064edee,2025-04-22 15:30:00,18824.68,SEK,SE8902XIIY68366812613028,SE8902ZVUC22763571961124,Sweden,Kristianstad,Sweden,Gävle,incoming,Gift to family member
90b8207c-b176-43b6-9d51-4e4f1dccb1cf,2025-04-03 19:04:00,27304.29,SEK,SE8902PQQA91803707968793,SE8902NCHQ05383241398951,Sweden,Luleå,Sweden,Landskrona,outgoing,Subscription fee
32934735-dcf7-4286-b917-253ae043fdff,2025-03-28 05:02:00,36163.65,SEK,SE8902PFUA65955298845159,SE8902IWUZ21139031383602,Sweden,Sundsvall,Sweden,Borlänge,incoming,Subscription fee
1ae06f93-1fae-46e1-80e8-82e6c550e657,2025-03-29 17:01:00,37938.45,SEK,SE8902CUOA55859966187343,SE8902SBKV17928186427622,Sweden,Sandviken,Sweden,Karlskrona,incoming,Insurance payout
0a197ed0-b7d8-4e28-b5f5-e374b0597216,2025-02-17 15:52:00,31662.73,SEK,SE8902GSZH91391621188990,SE8902GGWE97497502378359,Sweden,Skellefteå,Sweden,Luleå,incoming,Reimbursement for travel
d232a0f0-8078-46b9-975b-e2652e5ecd46,2025-02-03 18:20:00,34726.16,SEK,SE8902SMBI03438185868162,SE8902WJJF53894909945600,Sweden,Helsingborg,Sweden,Eskilstuna,outgoing,Payment for invoice #8411
1be8299d-368e-4867-911f-ea2960ef6309,2025-01-12 23:11:00,22056.79,SEK,SE8902ROXJ87709608865856,SE8902DRNW01025820075953,Sweden,Falun,Sweden,Lund,outgoing,Online purchase
